id,name,age,city,salary,department,performance_score,join_date
915,David,47,Phoenix,47957,Support,4.7,2017-07-03
916,Frank,23,New York,44792,Support,1.42,2017-07-04
917,Bob,63,Dallas,95982,IT,2.55,2017-07-05
918,David,36,Los Angeles,53237,HR,1.9,2017-07-06
919,David,49,San Diego,91586,Marketing,4.39,2017-07-07
920,Helen,26,Phoenix,59252,Sales,2.23,2017-07-08
921,Eva,29,Dallas,50707,Support,4.97,2017-07-09
922,Grace,28,Phoenix,74206,HR,1.15,2017-07-10
923,Alice,63,Dallas,43543,Finance,1.51,2017-07-11
924,Grace,33,New York,84135,IT,1.9,2017-07-12
925,Alice,18,Houston,75031,Finance,4.24,2017-07-13
926,Charlie,62,Los Angeles,82929,Support,4.51,2017-07-14
927,Eva,38,Chicago,105747,Finance,1.29,2017-07-15
928,David,47,Chicago,97851,Finance,1.13,2017-07-16
929,Frank,30,New York,95311,IT,3.98,2017-07-17
930,Alice,51,Los Angeles,105867,IT,1.53,2017-07-18
931,Grace,21,Los Angeles,97196,IT,1.53,2017-07-19
932,David,45,New York,113705,IT,1.09,2017-07-20
933,Alice,55,Los Angeles,97894,Finance,1.2,2017-07-21
934,Alice,48,Houston,54591,Marketing,2.05,2017-07-22
935,Helen,44,New York,88893,Marketing,1.26,2017-07-23
936,Alice,22,Houston,40727,IT,2.48,2017-07-24
937,Frank,42,Los Angeles,61359,Sales,4.33,2017-07-25
938,Eva,20,New York,83822,HR,2.31,2017-07-26
939,Frank,50,Los Angeles,50929,Support,3.91,2017-07-27
940,Bob,21,New York,100091,Sales,1.38,2017-07-28
941,David,42,Los Angeles,63519,Support,3.64,2017-07-29
942,Eva,37,Houston,57393,Sales,2.27,2017-07-30
943,Helen,51,San Diego,74318,Sales,4.0,2017-07-31
944,Eva,43,Houston,114531,Marketing,1.55,2017-08-01
945,Eva,22,Los Angeles,87934,HR,4.59,2017-08-02
946,Grace,52,New York,68840,Sales,1.97,2017-08-03
947,Eva,45,Chicago,53265,IT,2.41,2017-08-04
948,Helen,46,Houston,45424,Support,4.8,2017-08-05
949,Frank,26,Houston,60625,Marketing,3.31,2017-08-06
950,Eva,55,Dallas,119622,Support,2.46,2017-08-07
951,Charlie,23,Chicago,69187,IT,4.8,2017-08-08
952,David,36,Los Angeles,75929,IT,2.32,2017-08-09
953,Eva,61,San Diego,101892,Sales,1.38,2017-08-10
954,David,28,New York,60539,IT,4.99,2017-08-11
955,Charlie,19,Dallas,96630,HR,2.07,2017-08-12
956,Charlie,64,Los Angeles,49215,IT,4.41,2017-08-13
957,David,61,Phoenix,79385,Sales,1.66,2017-08-14
958,Alice,61,San Diego,117462,Support,3.93,2017-08-15
959,Bob,26,Houston,65008,IT,3.1,2017-08-16
960,Grace,38,Phoenix,88928,Marketing,4.92,2017-08-17
961,Alice,41,Houston,64976,Marketing,3.21,2017-08-18
962,Alice,51,Houston,67626,Marketing,1.1,2017-08-19
963,Frank,39,Phoenix,99789,Support,3.42,2017-08-20
964,Grace,20,San Diego,44700,Finance,1.58,2017-08-21
965,Grace,29,Phoenix,103645,Marketing,4.19,2017-08-22
966,Alice,45,Los Angeles,113396,Marketing,4.43,2017-08-23
967,Eva,47,Dallas,47526,Finance,2.93,2017-08-24
968,Frank,43,Dallas,79500,Support,4.13,2017-08-25
969,Frank,38,Phoenix,108049,Marketing,1.58,2017-08-26
970,Charlie,45,Los Angeles,113366,Sales,2.97,2017-08-27
971,Helen,43,Dallas,99117,Support,2.58,2017-08-28
972,Grace,50,Los Angeles,96096,Marketing,3.45,2017-08-29
973,Alice,38,Los Angeles,47910,Marketing,1.18,2017-08-30
974,Charlie,52,Houston,111185,Finance,4.01,2017-08-31
975,David,51,Dallas,90248,Sales,1.32,2017-09-01
976,Bob,58,Dallas,114656,Support,3.63,2017-09-02
977,Helen,64,Houston,41951,IT,1.07,2017-09-03
978,Helen,35,Phoenix,105212,HR,4.33,2017-09-04
979,Helen,28,Houston,115701,Sales,1.7,2017-09-05
980,Frank,40,Dallas,119888,IT,3.06,2017-09-06
981,David,39,Dallas,115282,Sales,2.05,2017-09-07
982,Helen,34,San Diego,81954,IT,3.89,2017-09-08
983,David,22,Phoenix,48804,IT,2.29,2017-09-09
984,Eva,61,Houston,40595,Sales,3.9,2017-09-10
985,Helen,28,New York,69592,Finance,2.14,2017-09-11
986,Bob,47,New York,80643,Sales,4.01,2017-09-12
987,David,32,Phoenix,102665,Sales,1.12,2017-09-13
988,David,44,Houston,60823,IT,2.13,2017-09-14
989,Bob,52,Houston,45972,HR,2.99,2017-09-15
990,Helen,50,Los Angeles,55882,IT,1.18,2017-09-16
991,Bob,37,Dallas,106394,Marketing,1.74,2017-09-17
992,David,33,Chicago,111055,Sales,4.74,2017-09-18
993,Bob,51,San Diego,63769,Support,4.91,2017-09-19
994,David,19,Phoenix,65020,Sales,3.96,2017-09-20
995,David,52,Chicago,82748,Finance,2.01,2017-09-21
996,Eva,57,Chicago,84912,Support,2.04,2017-09-22
997,Alice,45,Phoenix,52879,IT,3.58,2017-09-23
998,David,64,Houston,73798,Finance,1.47,2017-09-24
999,Helen,56,Phoenix,86073,Sales,4.79,2017-09-25
1000,Charlie,23,Chicago,115791,IT,1.9,2017-09-26
1001,Frank,26,Dallas,106983,IT,5.0,2017-09-27
1002,Grace,37,San Diego,83005,Marketing,2.98,2017-09-28
1003,Alice,18,San Diego,42850,Marketing,4.09,2017-09-29
1004,Alice,25,Dallas,68400,HR,1.01,2017-09-30
1005,Alice,40,Dallas,51953,Marketing,4.55,2017-10-01
1006,Eva,20,Houston,63535,Support,2.08,2017-10-02
1007,David,21,New York,115536,IT,3.67,2017-10-03
1008,Eva,42,Phoenix,115039,Marketing,4.23,2017-10-04
1009,David,64,San Diego,44055,HR,1.66,2017-10-05
1010,Helen,55,Dallas,78170,Sales,2.77,2017-10-06
1011,Eva,32,Phoenix,68251,Support,2.98,2017-10-07
1012,Eva,38,San Diego,44532,Marketing,2.25,2017-10-08
1013,Frank,52,Dallas,44924,IT,2.93,2017-10-09
1014,Charlie,63,San Diego,88037,Sales,2.27,2017-10-10
1015,Eva,31,Houston,118082,IT,2.44,2017-10-11
1016,Frank,53,New York,111621,Sales,3.68,2017-10-12
1017,Bob,29,New York,117926,Support,3.53,2017-10-13
1018,Charlie,34,Dallas,118816,IT,1.93,2017-10-14
1019,Helen,56,San Diego,110400,Marketing,4.59,2017-10-15
1020,Eva,26,Houston,50702,Marketing,4.45,2017-10-16
1021,Grace,52,Los Angeles,55385,HR,3.04,2017-10-17
1022,Alice,30,Phoenix,49336,Sales,2.73,2017-10-18
1023,Bob,32,Phoenix,105421,HR,2.51,2017-10-19
1024,Bob,35,Chicago,71225,Finance,3.83,2017-10-20
1025,Helen,50,Houston,76021,Marketing,3.69,2017-10-21
1026,Frank,23,San Diego,43782,Sales,1.78,2017-10-22
1027,Bob,44,Chicago,89111,Support,3.69,2017-10-23
1028,Charlie,40,Dallas,82719,HR,2.01,2017-10-24
1029,Eva,44,San Diego,89037,Support,1.07,2017-10-25
1030,Eva,51,Chicago,43513,Support,3.8,2017-10-26
1031,Grace,63,New York,53335,Support,3.58,2017-10-27
1032,Helen,55,Phoenix,84140,HR,2.64,2017-10-28
1033,Alice,31,San Diego,117658,Finance,3.1,2017-10-29
1034,Frank,53,Chicago,74840,HR,4.79,2017-10-30
1035,Alice,25,New York,71007,IT,3.38,2017-10-31
1036,Bob,52,Houston,96947,Marketing,3.63,2017-11-01
1037,Helen,36,Chicago,66393,HR,1.26,2017-11-02
1038,Grace,47,Dallas,97480,HR,1.66,2017-11-03
1039,Alice,31,Dallas,49107,Finance,2.2,2017-11-04
1040,Charlie,37,Dallas,45993,IT,3.16,2017-11-05
1041,Eva,42,San Diego,92066,HR,4.11,2017-11-06
1042,Bob,57,Phoenix,82942,Marketing,2.28,2017-11-07
1043,Grace,41,Chicago,56138,Marketing,2.43,2017-11-08
1044,Alice,31,Houston,84527,HR,2.02,2017-11-09
1045,Frank,43,Chicago,49190,Support,2.02,2017-11-10
1046,Charlie,55,Phoenix,118422,Support,4.8,2017-11-11
1047,Charlie,40,New York,95698,IT,3.54,2017-11-12
1048,Alice,39,Phoenix,69086,Marketing,1.62,2017-11-13
1049,Eva,36,Dallas,57322,Support,3.89,2017-11-14
1050,Alice,63,San Diego,43435,Marketing,3.89,2017-11-15
1051,Bob,20,New York,93331,IT,3.67,2017-11-16
1052,Alice,59,San Diego,68942,IT,1.54,2017-11-17
1053,Charlie,36,Dallas,99635,Support,2.63,2017-11-18
1054,Grace,26,Los Angeles,69059,HR,1.43,2017-11-19
1055,Alice,45,Phoenix,97557,Sales,4.27,2017-11-20
1056,Eva,37,Phoenix,92389,Finance,3.62,2017-11-21
1057,Helen,62,Houston,93014,Sales,3.03,2017-11-22
1058,Grace,24,Chicago,72826,Sales,2.37,2017-11-23
1059,Frank,31,New York,70297,Marketing,1.74,2017-11-24
1060,David,26,San Diego,83890,IT,1.43,2017-11-25
1061,Alice,36,New York,61322,Marketing,4.88,2017-11-26
1062,Eva,64,Houston,75739,Support,1.8,2017-11-27
1063,Grace,31,Houston,49719,Finance,1.24,2017-11-28
1064,Eva,55,San Diego,119553,Support,4.85,2017-11-29
1065,Frank,53,Chicago,48314,HR,3.2,2017-11-30
1066,Charlie,57,San Diego,115164,Finance,4.19,2017-12-01
1067,Eva,34,San Diego,117028,Marketing,1.18,2017-12-02
1068,Grace,47,Dallas,76113,Marketing,3.27,2017-12-03
1069,Eva,26,Chicago,55357,Support,2.59,2017-12-04
1070,Eva,50,Phoenix,60365,Marketing,4.09,2017-12-05
1071,Eva,42,Dallas,79029,Marketing,1.15,2017-12-06
1072,Bob,31,Los Angeles,41737,Sales,2.61,2017-12-07
1073,Bob,28,Chicago,114632,HR,4.2,2017-12-08
1074,Charlie,52,Houston,118218,Sales,3.09,2017-12-09
1075,Alice,58,Dallas,67499,Marketing,3.2,2017-12-10
1076,Eva,31,Chicago,86157,IT,1.39,2017-12-11
1077,Frank,47,New York,96247,Sales,1.53,2017-12-12
1078,Alice,58,San Diego,81034,Marketing,3.71,2017-12-13
1079,Frank,21,Los Angeles,40294,Marketing,3.7,2017-12-14
1080,Alice,21,Phoenix,64596,HR,4.92,2017-12-15
1081,Charlie,45,San Diego,51434,Support,3.85,2017-12-16
1082,Eva,25,New York,98382,Finance,2.97,2017-12-17
1083,Eva,19,New York,78098,Sales,4.43,2017-12-18
1084,David,58,Los Angeles,44655,Sales,1.42,2017-12-19
1085,Frank,63,Phoenix,86228,Sales,2.8,2017-12-20
1086,Alice,39,Houston,43771,Marketing,2.15,2017-12-21
1087,Alice,58,Dallas,114099,HR,1.42,2017-12-22
1088,Helen,33,Phoenix,96799,Marketing,4.05,2017-12-23
1089,Helen,46,Chicago,102257,Marketing,3.04,2017-12-24
1090,Bob,47,New York,57558,Support,3.23,2017-12-25
1091,David,29,Chicago,98436,IT,2.65,2017-12-26
1092,Grace,52,Houston,72376,HR,2.84,2017-12-27
1093,Helen,28,Chicago,117924,Sales,1.46,2017-12-28
1094,Grace,63,Phoenix,69332,Finance,3.69,2017-12-29
1095,Bob,38,Chicago,86737,Sales,2.73,2017-12-30
1096,Bob,38,Houston,113970,Marketing,4.27,2017-12-31
1097,Bob,22,Houston,91952,HR,1.79,2018-01-01
1098,Frank,37,Houston,60991,HR,1.82,2018-01-02
1099,Frank,54,Phoenix,67472,HR,3.58,2018-01-03
1100,Charlie,20,Houston,99946,IT,4.38,2018-01-04
1101,Charlie,61,New York,66849,Sales,2.89,2018-01-05
1102,Bob,50,San Diego,41541,IT,3.91,2018-01-06
1103,David,26,Houston,42765,Support,5.0,2018-01-07
1104,Alice,26,Chicago,83074,Finance,4.96,2018-01-08
1105,Frank,21,Dallas,69283,Support,3.98,2018-01-09
1106,David,52,Chicago,40769,Marketing,3.96,2018-01-10
1107,Eva,34,Dallas,57806,IT,1.99,2018-01-11
1108,Frank,51,Chicago,42972,IT,4.33,2018-01-12
1109,Frank,41,Phoenix,58256,Support,2.62,2018-01-13
1110,Charlie,49,Chicago,58653,Marketing,4.85,2018-01-14
1111,Alice,18,Phoenix,79339,HR,1.33,2018-01-15
1112,Alice,25,Phoenix,65757,Marketing,2.74,2018-01-16
1113,Helen,62,Houston,82399,Sales,3.22,2018-01-17
1114,Grace,40,New York,84013,Support,2.62,2018-01-18
1115,Grace,64,Dallas,54706,Marketing,1.84,2018-01-19
1116,Grace,57,Houston,78231,HR,3.37,2018-01-20
1117,Grace,29,Houston,67909,Marketing,4.02,2018-01-21
1118,Eva,29,San Diego,116631,IT,3.58,2018-01-22
1119,Eva,63,Phoenix,97572,Finance,1.94,2018-01-23
1120,Frank,64,Phoenix,103767,IT,3.93,2018-01-24
1121,Bob,32,Dallas,66469,Finance,2.03,2018-01-25
1122,Charlie,58,Chicago,41313,Marketing,1.7,2018-01-26
1123,Charlie,36,Chicago,47847,Sales,3.76,2018-01-27
1124,Grace,43,Houston,90222,Marketing,4.37,2018-01-28
1125,Frank,46,Los Angeles,114702,HR,2.93,2018-01-29
1126,Helen,39,Los Angeles,49930,Marketing,3.13,2018-01-30
1127,David,57,Chicago,43285,Finance,2.21,2018-01-31
1128,Bob,38,Los Angeles,75863,IT,2.98,2018-02-01
1129,Frank,55,San Diego,56704,Sales,1.53,2018-02-02
1130,Bob,37,Chicago,58705,Marketing,4.82,2018-02-03
1131,Bob,46,Phoenix,40555,Marketing,4.2,2018-02-04
1132,Bob,21,Houston,61323,IT,3.67,2018-02-05
1133,Frank,24,New York,110968,Sales,3.15,2018-02-06
1134,Grace,45,Houston,106922,Support,4.17,2018-02-07
1135,Charlie,45,Chicago,93915,Marketing,2.98,2018-02-08
1136,Charlie,21,San Diego,50619,Marketing,2.2,2018-02-09
1137,Grace,39,Chicago,112390,Support,1.64,2018-02-10
1138,Bob,29,Houston,99274,Finance,3.59,2018-02-11
1139,David,62,San Diego,113173,Finance,4.72,2018-02-12
1140,Alice,20,San Diego,61225,HR,1.61,2018-02-13
1141,Frank,39,San Diego,66739,IT,1.72,2018-02-14
1142,Alice,61,Dallas,87708,Sales,2.73,2018-02-15
1143,Helen,19,Chicago,93019,Marketing,4.23,2018-02-16
1144,Grace,41,Los Angeles,116154,Marketing,2.18,2018-02-17
1145,David,51,Los Angeles,47373,HR,2.02,2018-02-18
1146,Frank,44,Chicago,75281,Marketing,3.48,2018-02-19
1147,Grace,58,Chicago,60187,IT,3.14,2018-02-20
1148,Bob,18,Dallas,107863,HR,1.24,2018-02-21
1149,Charlie,25,Los Angeles,79220,IT,1.33,2018-02-22
1150,Alice,40,Chicago,47642,HR,3.57,2018-02-23
1151,Eva,55,Chicago,119971,Marketing,2.86,2018-02-24
1152,Eva,23,Dallas,95556,HR,4.88,2018-02-25
1153,David,39,Dallas,73760,Finance,3.71,2018-02-26
1154,Bob,42,Houston,78192,Sales,1.04,2018-02-27
1155,Helen,35,Dallas,44381,Marketing,2.92,2018-02-28
1156,Alice,34,New York,59558,Support,2.66,2018-03-01
1157,Bob,29,Los Angeles,70782,Sales,1.43,2018-03-02
1158,Alice,23,Houston,44782,Marketing,4.69,2018-03-03
1159,David,43,New York,94712,Sales,4.22,2018-03-04
1160,David,44,Chicago,59462,Finance,1.92,2018-03-05
1161,Helen,25,Chicago,100030,Sales,2.02,2018-03-06
1162,Eva,36,Houston,108519,HR,1.13,2018-03-07
1163,Bob,59,Dallas,96411,Sales,2.19,2018-03-08
1164,Frank,18,San Diego,95206,Marketing,3.34,2018-03-09
1165,Eva,46,San Diego,86950,Support,2.68,2018-03-10
1166,Bob,62,Chicago,42523,Support,4.88,2018-03-11
1167,Eva,52,San Diego,100926,IT,1.22,2018-03-12
1168,Frank,57,Phoenix,49677,Sales,3.37,2018-03-13
1169,Charlie,31,Houston,115828,Support,4.43,2018-03-14
1170,Charlie,52,New York,55089,Sales,2.92,2018-03-15
1171,Helen,62,Houston,44581,Support,1.01,2018-03-16
1172,Charlie,37,Los Angeles,51907,Sales,1.97,2018-03-17
1173,Charlie,30,Dallas,45609,Marketing,2.3,2018-03-18
1174,Grace,55,Dallas,91153,Sales,4.86,2018-03-19
1175,Alice,63,Houston,90539,Marketing,4.65,2018-03-20
1176,Grace,25,Chicago,84143,Marketing,4.8,2018-03-21
1177,Grace,60,Chicago,62936,IT,4.3,2018-03-22
1178,Helen,37,Phoenix,90182,Support,2.41,2018-03-23
1179,Grace,50,Phoenix,53163,HR,4.62,2018-03-24
1180,Charlie,43,Dallas,99758,Marketing,4.93,2018-03-25
1181,Frank,56,Phoenix,86057,Support,2.4,2018-03-26
1182,Helen,38,New York,52537,Finance,2.04,2018-03-27
1183,Helen,59,Phoenix,62419,Sales,3.19,2018-03-28
1184,David,60,New York,82578,Finance,1.75,2018-03-29
1185,Helen,58,Phoenix,114991,Sales,1.13,2018-03-30
1186,David,26,Dallas,114599,IT,4.78,2018-03-31
1187,Helen,41,Dallas,40834,Marketing,4.7,2018-04-01
1188,Alice,54,New York,72214,HR,1.65,2018-04-02
1189,Charlie,58,Houston,42413,Marketing,2.63,2018-04-03
1190,Helen,34,Dallas,49505,Sales,4.32,2018-04-04
1191,Charlie,41,Houston,42105,HR,3.64,2018-04-05
1192,Charlie,38,Chicago,108104,Marketing,2.58,2018-04-06
1193,Eva,56,New York,98408,HR,3.98,2018-04-07
1194,Helen,58,San Diego,77679,Sales,4.59,2018-04-08
1195,Bob,56,Dallas,119731,IT,4.7,2018-04-09
1196,Eva,30,Los Angeles,105131,IT,2.52,2018-04-10
1197,Bob,28,Chicago,104280,Marketing,1.69,2018-04-11
1198,Charlie,63,Houston,55762,Finance,4.65,2018-04-12
1199,Charlie,36,Dallas,98703,Sales,1.37,2018-04-13
1200,Eva,28,New York,103079,Marketing,3.89,2018-04-14
1201,Eva,30,San Diego,61577,Marketing,1.56,2018-04-15
1202,Bob,63,Phoenix,41214,IT,2.56,2018-04-16
1203,David,62,San Diego,88114,HR,2.65,2018-04-17
1204,Bob,18,Los Angeles,103230,Sales,1.64,2018-04-18
1205,Eva,57,Houston,72980,HR,4.69,2018-04-19
1206,Frank,61,Chicago,107194,Support,1.01,2018-04-20
1207,Eva,36,San Diego,117806,Support,4.58,2018-04-21
1208,Frank,29,New York,77792,Sales,4.54,2018-04-22
1209,Alice,25,Los Angeles,85807,Finance,2.27,2018-04-23
1210,Eva,25,New York,62301,Support,3.82,2018-04-24
1211,Alice,62,Dallas,45141,IT,2.01,2018-04-25
1212,David,29,Phoenix,53777,Finance,4.04,2018-04-26
1213,Bob,50,Chicago,78346,Marketing,3.24,2018-04-27
1214,Frank,62,New York,94703,Support,2.2,2018-04-28
1215,Bob,43,Houston,87819,IT,2.6,2018-04-29
1216,Alice,56,Dallas,68469,Marketing,3.76,2018-04-30
1217,Frank,45,Dallas,43845,Finance,4.62,2018-05-01
1218,Bob,22,Chicago,63290,Sales,1.52,2018-05-02
1219,Eva,25,Dallas,70699,Marketing,3.29,2018-05-03
1220,Charlie,42,Houston,84252,HR,2.01,2018-05-04
1221,Alice,44,New York,43293,Sales,4.21,2018-05-05
1222,Bob,63,Chicago,97089,Sales,1.28,2018-05-06
1223,Alice,40,Dallas,56608,Finance,3.76,2018-05-07
1224,Grace,47,Dallas,106273,Finance,1.7,2018-05-08
1225,Alice,62,Houston,56619,IT,3.39,2018-05-09
1226,Frank,64,Phoenix,118006,IT,4.34,2018-05-10
1227,Grace,40,Phoenix,54779,HR,4.02,2018-05-11
1228,Helen,64,San Diego,91040,Sales,4.01,2018-05-12
1229,Frank,37,Dallas,96325,HR,3.07,2018-05-13
1230,Charlie,35,New York,61630,HR,4.56,2018-05-14
1231,Grace,35,Chicago,52178,Finance,3.35,2018-05-15
1232,Helen,19,Dallas,59935,HR,4.67,2018-05-16
1233,Eva,21,Los Angeles,87258,HR,3.19,2018-05-17
1234,Alice,47,Chicago,62784,Marketing,3.02,2018-05-18
1235,Bob,50,San Diego,103722,IT,1.89,2018-05-19
1236,David,53,Phoenix,63027,IT,3.18,2018-05-20
1237,Alice,35,Dallas,97853,Sales,1.56,2018-05-21
1238,Helen,54,Houston,107359,IT,4.48,2018-05-22
1239,Alice,36,Los Angeles,112388,Support,3.7,2018-05-23
1240,Charlie,64,Dallas,118608,Sales,4.97,2018-05-24
1241,Eva,45,San Diego,116669,Marketing,1.37,2018-05-25
1242,David,57,New York,55111,IT,1.96,2018-05-26
1243,Grace,37,Los Angeles,72312,Marketing,4.51,2018-05-27
1244,Grace,50,San Diego,64161,IT,2.58,2018-05-28
1245,Grace,29,Dallas,107313,IT,2.87,2018-05-29
1246,Helen,32,New York,90374,Marketing,4.44,2018-05-30
1247,Frank,58,Los Angeles,64014,HR,3.09,2018-05-31
1248,Frank,56,New York,86389,HR,1.77,2018-06-01
1249,Bob,19,New York,58161,HR,4.57,2018-06-02
1250,David,46,Los Angeles,47490,Support,1.12,2018-06-03
1251,Grace,58,Los Angeles,64502,HR,4.58,2018-06-04
1252,Frank,27,New York,75757,IT,1.2,2018-06-05
1253,Helen,19,San Diego,81111,Finance,3.66,2018-06-06
1254,Bob,28,Phoenix,98645,Marketing,1.29,2018-06-07
1255,Eva,30,Los Angeles,99055,Finance,3.82,2018-06-08
1256,Bob,27,Dallas,48998,Support,1.14,2018-06-09
1257,Frank,31,Chicago,68906,Finance,4.37,2018-06-10
1258,Charlie,35,Houston,110192,Sales,2.86,2018-06-11
1259,Helen,26,New York,90477,HR,1.37,2018-06-12
1260,Charlie,56,New York,76901,Support,3.83,2018-06-13
1261,Grace,45,Houston,92021,IT,2.96,2018-06-14
1262,Charlie,20,Phoenix,69092,HR,1.76,2018-06-15
1263,Grace,37,Houston,41242,HR,1.06,2018-06-16
1264,Grace,23,Los Angeles,41831,Finance,2.67,2018-06-17
1265,Frank,44,Houston,90721,Sales,1.34,2018-06-18
1266,Charlie,19,New York,68511,HR,1.38,2018-06-19
1267,Grace,46,Houston,112782,Marketing,2.07,2018-06-20
1268,David,55,Chicago,58302,Marketing,3.52,2018-06-21
1269,Eva,20,Dallas,95568,HR,3.12,2018-06-22
1270,Bob,33,Los Angeles,43232,Finance,1.28,2018-06-23
1271,Bob,47,Houston,91507,Finance,4.87,2018-06-24
1272,Frank,57,New York,116508,IT,4.55,2018-06-25
1273,Charlie,19,San Diego,50683,Support,2.04,2018-06-26
1274,Charlie,34,Dallas,63664,Support,1.49,2018-06-27
1275,Grace,58,Los Angeles,73172,Support,4.77,2018-06-28
1276,Helen,29,New York,104340,Sales,2.84,2018-06-29
1277,Alice,52,Phoenix,51017,Finance,2.24,2018-06-30
1278,Grace,60,Chicago,76613,IT,2.96,2018-07-01
1279,Eva,18,Phoenix,116920,Marketing,4.09,2018-07-02
1280,David,62,Chicago,70348,Support,1.67,2018-07-03
1281,Bob,32,Houston,56448,Marketing,4.07,2018-07-04
1282,Grace,43,Los Angeles,49491,Marketing,4.0,2018-07-05
1283,Alice,54,Houston,118648,HR,3.16,2018-07-06
1284,Alice,38,Chicago,98759,Sales,4.46,2018-07-07
1285,Grace,48,Chicago,84553,IT,1.53,2018-07-08
1286,Frank,42,Chicago,40968,Sales,3.38,2018-07-09
1287,Bob,40,Dallas,40368,HR,2.8,2018-07-10
1288,Frank,41,New York,113960,IT,2.69,2018-07-11
1289,David,55,Los Angeles,75010,IT,2.01,2018-07-12
1290,Alice,45,Houston,94154,Finance,2.49,2018-07-13
1291,Alice,38,Houston,75851,Sales,1.43,2018-07-14
1292,Eva,60,Phoenix,65496,Sales,2.01,2018-07-15
1293,David,35,Chicago,70936,Finance,2.09,2018-07-16
1294,Alice,53,San Diego,118858,Marketing,3.88,2018-07-17
1295,David,52,Chicago,107005,HR,1.19,2018-07-18
1296,Bob,62,Chicago,77493,Sales,3.6,2018-07-19
1297,Charlie,26,San Diego,109795,Finance,1.89,2018-07-20
1298,Alice,55,Houston,76390,IT,1.33,2018-07-21
1299,Eva,47,Phoenix,50292,Support,2.2,2018-07-22
1300,Bob,61,New York,68365,Finance,1.9,2018-07-23
1301,Grace,51,San Diego,57207,Support,3.21,2018-07-24
1302,David,49,Dallas,62912,Marketing,2.43,2018-07-25
1303,Grace,20,Los Angeles,96572,HR,4.86,2018-07-26
1304,Frank,20,San Diego,59276,Support,4.85,2018-07-27
1305,Bob,45,New York,45534,Marketing,2.77,2018-07-28
1306,Grace,61,Houston,75670,Support,4.18,2018-07-29
1307,Helen,32,Dallas,102147,IT,1.05,2018-07-30
1308,Helen,58,Dallas,76486,IT,3.19,2018-07-31
1309,Alice,40,Dallas,105557,IT,3.97,2018-08-01
1310,David,57,Chicago,74268,IT,1.87,2018-08-02
1311,Charlie,28,Los Angeles,66336,Finance,1.24,2018-08-03
1312,Bob,49,Houston,43641,IT,1.62,2018-08-04
1313,Alice,53,Houston,72959,IT,2.77,2018-08-05
1314,Eva,50,Dallas,53306,Finance,3.03,2018-08-06
1315,Frank,41,Houston,86182,IT,2.52,2018-08-07
1316,David,56,Los Angeles,114123,Marketing,2.76,2018-08-08
1317,Bob,51,Los Angeles,96326,Marketing,2.88,2018-08-09
1318,Helen,45,Phoenix,61498,Sales,4.08,2018-08-10
1319,Bob,54,San Diego,110198,Marketing,1.42,2018-08-11
1320,Charlie,24,San Diego,67197,HR,4.08,2018-08-12
1321,Helen,21,Phoenix,60719,HR,3.75,2018-08-13
1322,Charlie,54,New York,65032,HR,3.97,2018-08-14
1323,Eva,18,San Diego,99624,Finance,3.94,2018-08-15
1324,Frank,18,Los Angeles,118177,Marketing,2.88,2018-08-16
1325,Eva,64,Los Angeles,81964,HR,1.85,2018-08-17
1326,Alice,37,San Diego,70028,Sales,3.15,2018-08-18
1327,Alice,36,Los Angeles,94646,Finance,4.83,2018-08-19
1328,Eva,46,Phoenix,48536,Sales,3.35,2018-08-20
1329,Frank,27,Dallas,96747,Marketing,1.04,2018-08-21
1330,Eva,35,Dallas,85712,IT,1.24,2018-08-22
1331,Frank,45,Houston,46273,Sales,4.97,2018-08-23
1332,Frank,52,Dallas,111820,IT,1.29,2018-08-24
1333,Grace,60,Chicago,114353,Finance,1.18,2018-08-25
1334,Helen,64,Phoenix,90830,Sales,2.41,2018-08-26
1335,David,48,Los Angeles,57127,Sales,4.88,2018-08-27
1336,Frank,44,San Diego,51539,Support,2.27,2018-08-28
1337,Charlie,28,Dallas,86761,Finance,2.64,2018-08-29
1338,Frank,55,Phoenix,86219,Finance,3.54,2018-08-30
1339,Frank,22,Dallas,54692,HR,1.1,2018-08-31
1340,Frank,25,New York,53334,Marketing,4.59,2018-09-01
1341,Grace,51,Los Angeles,68615,Sales,3.08,2018-09-02
1342,Helen,29,New York,47903,Sales,2.87,2018-09-03
1343,Grace,55,Los Angeles,68527,Finance,4.44,2018-09-04
1344,Alice,18,Phoenix,55629,Finance,4.81,2018-09-05
1345,Grace,48,Houston,98008,Marketing,2.69,2018-09-06
1346,Charlie,21,Dallas,66708,Finance,1.69,2018-09-07
1347,Charlie,62,Dallas,50860,IT,4.26,2018-09-08
1348,Grace,22,Chicago,57438,IT,2.61,2018-09-09
1349,Helen,47,San Diego,107300,Support,4.74,2018-09-10
1350,Eva,41,New York,111545,IT,4.8,2018-09-11
1351,David,20,Dallas,60842,IT,1.46,2018-09-12
1352,Helen,28,Phoenix,100213,Marketing,4.83,2018-09-13
1353,Grace,62,Houston,82372,Sales,2.47,2018-09-14
1354,Frank,21,San Diego,108906,IT,3.59,2018-09-15
1355,Bob,43,Phoenix,78744,Support,1.14,2018-09-16
1356,David,44,New York,97442,Finance,4.56,2018-09-17
1357,David,63,Chicago,43650,IT,3.57,2018-09-18
1358,Charlie,60,Dallas,85117,Support,3.57,2018-09-19
1359,David,44,Phoenix,92772,Marketing,4.61,2018-09-20
